name,aten::cudnn_convolution,void,maxwell_scudnn_winograd_128x128_ldg1_ldg4_mobile_rel...,aten::addmm,sgemm_32x32x32_NT_vec,aten::cudnn_batch_norm,aten::copy_,aten::add_,aten::clamp_min,aten::mul,Memcpy,aten::add,aten::sub,aten::cat,aten::div,sgemm_32x32x32_NT,aten::fill_,maxwell_sgemm_32x128_nn,sgemm_128x128x8_NN,maxwell_fp16_scudnn_fp16_128x64_stridedB_splitK_larg...,aten::native_batch_norm_backward,maxwell_fp16_scudnn_fp16_128x64_relu_medium_nn_v0,maxwell_fp16_scudnn_fp16_128x128_relu_small_nn_v0,at::native::(anonymous,aten::fake_quantize_per_channel_affine_cachemask,maxwell_gcgemm_64x64_nt,aten::_log_softmax_backward_data,sgemm_128x128x8_NT_vec,maxwell_sgemm_128x64_nn,aten::clamp,maxwell_scudnn_128x32_stridedB_splitK_large_nn_v0,maxwell_fp16_scudnn_fp16_128x64_stridedB_splitK_medi...,aten::mm,maxwell_sgemm_128x128_nn,sgemm_32x32x32_NN_vec,aten::max_pool2d_with_indices_backward,aten::cudnn_convolution_transpose,aten::addcdiv_,aten::addcmul_,aten::exp_,aten::leaky_relu_,torchvision::_roi_align_backward,aten::masked_fill_,sgemm_32x32x32_TN_vec,maxwell_gcgemm_32x32_tn,aten::native_dropout_backward,maxwell_scudnn_128x64_stridedB_splitK_large_nn_v0,maxwell_scudnn_128x64_relu_interior_nn_v1,aten::sum,maxwell_fp16_scudnn_fp16_128x32_relu_small_nn_v0,aten::_fake_quantize_per_tensor_affine_cachemask_ten...,maxwell_scudnn_128x64_relu_small_nn_v1,maxwell_sgemm_64x64_nn,aten::_log_softmax,maxwell_scudnn_128x128_stridedB_splitK_medium_nn_v0,maxwell_sgemm_64x64_nt,aten::aminmax,maxwell_gcgemm_64x64_tn,aten::_softmax,aten::_fused_moving_avg_obs_fq_helper,aten::replication_pad2d,maxwell_scudnn_128x64_relu_large_nn_v1,aten::mul_,maxwell_scudnn_128x128_3dconv_fprop_small_nn_v0,maxwell_scudnn_winograd_128x128_ldg1_ldg4_relu_tile4...,aten::_softmax_backward_data,aten::mse_loss_backward,aten::gelu_backward,aten::sqrt,maxwell_scudnn_128x64_stridedB_small_nn_v0,maxwell_scudnn_128x128_stridedB_small_nn_v0,aten::exp,maxwell_scudnn_128x32_relu_medium_nn_v1,maxwell_sgemm_128x128_nt,maxwell_scudnn_128x128_relu_medium_nn_v1,aten::clamp_min_,maxwell_sgemm_128x128_tn,aten::mse_loss,aten::hardtanh_backward,aten::elu_backward,maxwell_fp16_scudnn_fp16_128x128_relu_medium_nn_v0,maxwell_scudnn_winograd_128x128_ldg1_ldg4_relu_tile1...,aten::embedding_dense_backward,maxwell_scudnn_128x32_relu_small_nn_v1,maxwell_scudnn_128x32_stridedB_splitK_medium_nn_v0,sgemm_32x32x32_NN,sgemm_128x128x8_NN_vec,aten::leaky_relu_backward,maxwell_fp16_scudnn_fp16_128x32_stridedB_splitK_larg...,maxwell_sgemm_128x32_nn,maxwell_sgemm_128x32_nt,aten::neg,aten::cudnn_batch_norm_backward,aten::native_layer_norm,sgemm_128x128x8_TN_vec,maxwell_sgemm_32x128_nt,aten::native_dropout,aten::max_pool2d_with_indices,aten::_conv_depthwise2d,maxwell_fp16_scudnn_fp16_128x64_stridedB_small_nn_v0...,aten::threshold_backward,sgemm_128x128x8_TN,aten::where,maxwell_sgemm_128x64_nt,aten::silu_,maxwell_scudnn_winograd_128x128_ldg1_ldg4_relu_tile2...,aten::silu_backward,maxwell_sgemm_128x64_tn,maxwell_scudnn_128x64_stridedB_splitK_interior_nn_v0...,aten::bmm,aten::upsample_bilinear2d_backward,aten::hardswish_backward,aten::native_batch_norm,aten::convolution_backward,aten::native_layer_norm_backward
resnet18_2,15.17,0.04,5.83,0.13,0.0,3.39,0.0,13.36,0.0,0.04,0.0,0.72,0.0,0.0,3.18,0.0,1.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,1.18,0.0,6.34,4.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.07,0.0,2.26,0.0,0.0,0.0,0.0,0.0,0.74,6.64,0.0,0.0,0.0,0.0,0.0,3.18,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,4.67,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.18,0.0,0.0,1.49,0.0,0.45,0.0,0.0,1.86,0.0,0.0,0.11,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.35,0.0
resnet18_256,17.48,0.02,0.0,0.01,0.0,6.67,0.0,2.0,0.0,0.0,0.0,2.06,0.0,0.0,0.1,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.17,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,3.71,0.0,0.15,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.96,0.26,0.0,0.0,0.0,0.0,1.38,0.0,3.43,6.13,0.0,1.19,0.0,0.0,0.0,1.82,0.17,1.37,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,1.01,3.46,0.0,0.0,0.0,0.0,0.0,4.4,0.0,0.0,10.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.52,0.0,0.0,3.21,0.0,1.25,0.0,0.0,5.13,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,45.37,0.0
resnet18_32,17.22,0.05,3.71,0.03,0.02,5.71,0.0,3.77,0.0,0.0,0.0,1.88,0.0,0.0,0.57,0.0,0.8,3.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.03,3.18,0.0,1.1,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.72,0.26,0.02,0.0,0.0,1.71,2.03,0.0,2.95,3.77,0.0,0.0,0.0,0.0,0.0,1.62,1.14,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.81,3.15,0.0,0.0,0.0,0.0,0.0,4.12,0.0,0.0,9.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.37,0.0,0.0,4.86,0.0,1.14,0.0,0.0,4.7,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.73,0.0
resnet18_4,13.76,0.04,2.21,0.11,0.0,3.41,0.0,9.93,0.0,0.0,0.0,0.99,0.0,0.0,2.26,0.0,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,1.63,0.0,4.51,3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.45,0.0,0.07,0.0,0.0,0.0,0.0,0.04,0.0,2.11,0.0,0.0,0.0,0.0,0.0,0.91,4.76,0.0,1.45,0.0,0.0,0.0,2.27,0.0,0.0,0.0,0.0,0.0,0.7,1.39,0.0,0.0,0.0,0.0,0.0,4.04,0.0,0.17,5.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.67,0.0,0.0,0.0,0.0,0.61,0.0,0.0,2.53,0.0,0.0,0.08,0.0,1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.98,0.0
resnet18_64,17.19,0.02,4.02,0.02,0.02,6.1,0.0,2.83,0.0,0.0,0.0,2.0,0.0,0.0,0.31,0.0,0.7,5.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.02,3.47,0.0,0.58,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.06,0.26,0.0,0.0,0.0,1.47,0.0,0.0,3.34,2.66,0.0,0.0,0.0,0.0,0.0,1.78,0.61,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,1.01,3.36,0.0,0.0,0.0,0.0,0.0,4.25,0.0,0.0,9.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.09,0.0,0.0,6.46,0.0,1.23,0.0,0.0,4.99,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.68,0.0
resnet18_8,15.74,0.05,2.99,0.08,0.07,4.3,0.0,7.33,0.0,0.0,0.0,1.32,0.0,0.0,1.55,0.0,1.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.09,2.37,0.0,3.06,2.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.26,0.35,0.05,0.0,0.0,0.0,0.0,0.0,0.0,2.25,0.0,0.0,0.0,0.0,0.0,1.31,3.23,0.0,1.85,0.0,0.0,0.0,1.61,0.0,0.0,0.0,0.0,0.0,0.71,2.03,0.0,0.0,0.0,0.0,0.0,5.53,0.0,0.87,7.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.42,0.0,0.0,2.68,0.0,0.84,0.0,0.0,3.32,0.0,0.0,0.06,0.0,1.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.06,0.0
resnet50_1,13.88,0.03,1.36,0.15,0.0,5.44,0.0,13.45,0.0,0.0,0.0,0.9,0.0,0.0,3.07,0.0,1.83,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.29,0.0,6.37,4.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,1.96,0.03,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.2,6.67,0.0,0.0,0.0,0.0,0.0,3.16,1.3,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.83,0.0,0.0,0.3,0.0,0.11,0.0,0.0,1.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.53,0.0
resnet50_16,15.12,0.05,0.78,0.03,0.03,5.89,0.0,5.45,0.0,0.0,0.0,2.93,0.0,0.0,0.63,0.0,0.48,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.04,0.89,0.0,1.27,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.87,4.74,0.0,0.0,0.0,2.11,2.02,0.0,4.77,1.87,0.0,0.0,0.0,0.0,0.0,0.45,1.33,0.0,0.0,0.0,0.0,0.0,0.63,7.96,0.33,0.0,0.0,0.0,1.92,3.34,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.48,1.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.95,0.0,0.0,0.84,0.0,0.3,0.0,0.0,5.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94,0.0,0.0,0.0,0.0,46.69,0.0
resnet50_2,15.02,0.03,1.95,0.12,0.0,5.05,0.0,11.1,0.0,0.0,0.0,1.41,0.0,0.0,2.33,0.0,1.44,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.43,0.0,4.84,3.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.03,0.0,0.0,0.0,0.69,0.0,0.69,1.14,0.0,0.0,0.0,0.0,0.0,0.26,5.11,0.0,0.0,0.0,0.0,0.0,2.38,1.4,0.0,0.0,0.0,0.0,0.86,1.29,0.0,0.0,0.0,0.0,0.0,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.82,0.0,0.1,0.39,0.0,0.16,0.0,0.0,2.55,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.27,0.0
resnet50_32,14.93,0.02,0.82,0.02,0.0,6.44,0.0,4.44,0.0,0.0,0.0,3.11,0.0,0.0,0.35,0.0,0.33,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.02,0.96,0.0,0.67,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16,4.52,0.0,0.0,0.0,3.95,0.42,0.0,6.41,1.23,0.0,0.0,0.0,0.0,0.0,0.88,0.71,0.0,0.0,0.0,0.0,0.0,0.33,6.86,1.46,0.0,0.0,0.0,1.92,3.58,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.0,2.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.51,0.0,0.0,1.55,0.0,0.32,0.0,0.0,5.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.06,0.0,0.0,0.0,0.0,47.37,0.0
resnet50_4,14.04,0.07,0.6,0.09,0.0,4.93,0.0,8.89,0.0,0.0,0.0,1.99,0.0,0.0,1.66,0.0,1.06,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.6,0.0,3.43,2.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.42,3.0,0.0,0.0,0.0,0.66,0.0,0.0,1.9,1.03,0.0,0.0,0.0,0.0,0.0,0.33,3.6,0.0,0.88,0.0,0.0,0.0,1.69,3.39,0.33,0.0,0.0,0.0,0.67,2.08,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.34,1.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.18,0.0,0.07,0.0,0.0,0.21,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.43,0.0
resnet50_64,14.63,0.02,0.84,0.02,0.02,6.83,0.0,3.96,0.0,0.0,0.0,3.29,0.0,0.0,0.19,0.0,0.25,1.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.03,0.0,0.0,0.99,0.0,0.36,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.21,5.71,0.0,0.0,0.0,1.76,0.0,0.0,16.78,1.04,0.0,0.0,0.0,0.0,0.0,0.9,0.37,0.0,0.0,0.0,0.0,0.0,0.17,7.06,1.53,0.0,0.0,0.0,2.71,3.8,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.0,2.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.31,0.0,0.0,1.91,0.0,0.34,0.0,0.0,5.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23,0.0,0.0,0.0,0.0,47.52,0.0
resnet50_8,14.54,0.06,0.69,0.06,0.05,5.49,0.0,6.8,0.0,0.0,0.0,2.5,0.0,0.0,1.05,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.06,0.75,0.0,2.14,1.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.07,2.94,0.0,0.0,0.0,1.53,0.45,0.0,0.96,0.94,0.0,0.0,0.0,0.0,0.0,0.39,2.24,0.0,0.93,0.0,0.0,0.0,1.05,4.77,0.33,0.0,0.0,0.0,1.1,2.76,0.0,0.0,0.0,0.0,0.0,1.44,0.0,0.4,1.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.05,0.0,0.0,0.55,0.0,0.26,0.0,0.0,4.35,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.55,0.0
resnet50_quantized_qat_1,8.56,0.23,0.85,0.0,0.0,3.56,0.0,8.72,0.23,11.93,0.0,1.64,0.0,0.0,6.45,0.0,1.61,0.31,0.0,0.0,0.0,0.0,0.0,0.53,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,4.04,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.54,0.0,2.03,0.0,1.23,0.0,0.0,0.0,3.27,0.0,0.0,1.59,0.0,0.0,4.21,0.0,0.0,0.0,0.0,0.0,2.19,0.75,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,3.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.98,0.0
resnet50_quantized_qat_16,9.37,0.4,0.47,0.0,0.0,3.82,0.0,4.18,0.93,10.13,0.0,3.9,0.0,0.0,10.96,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.81,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,2.99,1.92,0.0,5.17,1.29,1.26,0.0,2.74,1.14,2.52,0.0,0.0,0.31,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.45,4.92,0.0,0.0,0.0,0.0,1.17,1.27,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0,2.57,5.75,0.0,0.0,0.52,0.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,0.0,0.0,0.0,0.0,28.12,0.0
resnet50_quantized_qat_2,9.09,0.37,1.18,0.0,0.0,3.28,0.0,7.42,0.0,11.28,0.0,2.19,0.0,0.0,7.5,0.0,1.26,0.87,0.0,0.0,0.0,0.0,0.0,0.4,6.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.11,2.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.94,0.0,2.9,0.0,0.41,0.0,0.41,0.71,2.95,0.0,0.0,1.23,0.0,0.0,3.27,0.0,0.0,0.0,0.0,0.0,1.73,0.84,0.0,0.0,0.0,0.0,0.52,0.54,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,3.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.49,0.0
resnet50_quantized_qat_32,9.35,0.28,0.49,0.0,0.0,4.21,0.0,3.62,1.01,9.85,0.0,4.14,0.0,0.0,11.4,0.0,0.26,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.44,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,2.86,1.77,0.0,5.38,2.49,0.0,0.0,3.75,0.75,2.38,0.0,0.0,0.18,0.0,0.52,0.46,0.0,0.0,0.0,0.0,0.0,0.0,4.28,0.88,0.0,0.0,0.0,1.21,1.36,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,1.24,0.0,0.0,0.0,0.0,0.0,0.0,2.76,6.78,0.0,0.0,0.94,0.0,0.0,0.0,0.0,3.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14,0.0,0.0,0.0,0.0,28.71,0.0
resnet50_quantized_qat_4,8.68,0.4,0.0,0.0,0.0,3.23,0.0,6.09,0.56,10.74,0.0,2.86,0.0,0.0,8.85,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.56,4.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,2.19,1.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,1.87,2.44,0.0,3.88,0.41,0.0,0.0,1.08,0.65,2.79,0.0,0.0,0.86,0.0,0.0,2.29,0.0,0.54,0.0,0.0,0.0,1.2,2.05,0.0,0.0,0.0,0.0,0.41,0.84,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,1.76,3.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.32,0.0
resnet50_quantized_qat_8,8.97,0.45,0.0,0.0,0.0,3.6,0.0,4.93,0.76,10.29,0.0,3.42,0.0,0.0,9.93,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,1.39,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.31,1.84,2.16,0.0,4.61,0.95,0.0,0.0,0.55,0.59,2.62,0.0,0.0,0.54,0.0,0.0,1.44,0.0,0.57,0.0,0.0,0.0,0.76,2.96,0.0,0.0,0.0,0.0,0.69,1.08,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,1.06,0.0,0.0,0.0,0.0,0.0,0.0,2.21,5.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.72,0.0
resnext50_32x4d_1,16.45,0.01,0.0,0.08,0.0,3.92,0.0,7.49,0.0,0.01,0.0,0.52,0.0,0.0,1.71,0.0,1.01,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.16,0.0,3.51,2.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,2.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,3.72,0.0,0.0,0.0,0.0,0.0,1.9,0.97,0.19,0.0,0.0,0.0,0.53,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.12,0.0,0.0,0.0,0.0,0.06,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.94,0.0
resnext50_32x4d_16,14.77,0.01,0.0,0.02,0.02,4.13,0.0,3.03,0.0,0.0,0.0,1.64,0.0,0.0,0.35,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.02,0.46,0.0,0.69,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.32,0.0,0.0,0.0,1.04,0.0,0.0,6.4,4.51,0.0,0.0,0.0,0.0,0.0,0.23,0.72,0.0,0.65,0.0,0.0,0.0,0.34,3.92,3.33,0.0,0.0,0.0,2.28,2.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.29,0.0,0.02,0.0,0.0,0.17,0.0,0.0,3.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.21,0.0
resnext50_32x4d_2,17.53,0.01,0.0,0.07,0.0,3.68,0.0,6.7,0.0,0.0,0.0,0.87,0.0,0.0,1.43,0.0,0.85,2.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.25,0.0,2.94,2.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.02,0.0,0.0,0.0,0.38,0.01,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.15,3.03,0.0,0.0,0.0,0.0,0.0,1.46,1.36,0.27,0.0,0.0,0.0,0.98,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.32,0.0,0.06,0.0,0.0,0.09,0.0,0.0,2.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.41,0.0
resnext50_32x4d_32,15.27,0.01,0.0,0.01,0.01,4.94,0.0,2.7,0.0,0.0,0.0,1.9,0.0,0.0,0.21,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.01,0.54,0.0,0.4,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,5.21,0.0,0.0,0.0,3.17,0.0,0.0,7.29,4.63,0.0,0.0,0.0,0.0,0.0,0.27,0.42,0.0,0.41,0.0,0.0,0.0,0.2,2.73,5.08,0.0,0.0,0.0,0.95,2.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.01,0.0,0.01,0.0,0.0,0.19,0.0,0.0,4.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.31,0.0
resnext50_32x4d_4,16.26,0.01,0.0,0.05,0.0,3.56,0.0,5.2,0.0,0.0,0.0,1.19,0.0,0.0,0.98,0.0,0.61,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.33,0.0,2.01,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75,0.01,0.0,0.0,0.0,0.59,0.01,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.18,2.06,0.0,0.66,0.0,0.0,0.0,0.99,2.38,2.63,0.0,0.0,0.0,1.29,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.51,0.0,0.04,0.0,0.0,0.12,0.0,0.0,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.13,0.0
resnext50_32x4d_8,15.22,0.01,0.0,0.03,0.03,3.59,0.0,3.55,0.0,0.0,0.0,1.32,0.0,0.0,0.55,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.03,0.37,0.0,1.12,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,1.86,0.0,0.0,3.09,0.0,0.0,0.0,0.0,0.0,0.0,0.19,1.15,0.0,0.97,0.0,0.0,0.0,0.55,2.82,2.41,0.0,1.49,0.0,1.23,2.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.31,0.0,0.02,0.0,0.0,0.13,0.0,0.0,3.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.82,0.0
