model,batch_size,start_time,end_time,duration
timm_nfnet,32,1653435091475135455,1653435106606154169,15131.158203125
timm_nfnet,64,1653435111302927104,1653435140161763420,28859.13671875
timm_nfnet,64,1653435144614074652,1653435173503361968,28889.59375
timm_nfnet,64,1653435178824227548,1653435207704130585,28880.193359375
timm_nfnet,64,1653435212024483374,1653435240915345002,28891.162109375
squeezenet1_1,1,1653435247363775074,1653435260529333386,13165.6455078125
squeezenet1_1,1,1653435262826800829,1653435271282115999,8455.359375
squeezenet1_1,1,1653435273577549919,1653435284120820223,10543.2939453125
squeezenet1_1,1,1653435286309069219,1653435296440602858,10127.388671875
squeezenet1_1,2,1653435298847034378,1653435313978327301,15123.869140625
squeezenet1_1,2,1653435317052220546,1653435328944994096,11886.927734375
squeezenet1_1,2,1653435331258879401,1653435340234101731,8970.8037109375
squeezenet1_1,2,1653435342407073529,1653435352958567741,10546.3154296875
squeezenet1_1,4,1653435355120336282,1653435364211279266,9086.47265625
squeezenet1_1,4,1653435366428735087,1653435375516815950,9083.583984375
squeezenet1_1,4,1653435378236232028,1653435395094401540,16849.90234375
squeezenet1_1,4,1653435397845748529,1653435409191761813,11340.455078125
squeezenet1_1,8,1653435412052778239,1653435426116506811,14056.845703125
squeezenet1_1,8,1653435428684053345,1653435440857947592,12168.173828125
squeezenet1_1,8,1653435443497041931,1653435457069096557,13572.166015625
squeezenet1_1,8,1653435459418163598,1653435470663476066,11245.3857421875
squeezenet1_1,16,1653435472987294478,1653435485072585894,12085.41015625
squeezenet1_1,16,1653435487763990870,1653435499853737964,12089.8662109375
squeezenet1_1,16,1653435502581401267,1653435514672504492,12091.2158203125
squeezenet1_1,16,1653435517475172901,1653435531121242607,13646.1640625
squeezenet1_1,32,1653435533939539075,1653435555631772994,21692.447265625
squeezenet1_1,32,1653435558608858649,1653435580302430413,21693.771484375
squeezenet1_1,32,1653435583985823495,1653435605672182835,21686.57421875
squeezenet1_1,32,1653435608751164435,1653435630465978095,21715.017578125
squeezenet1_1,64,1653435634340637484,1653435674827777808,40487.57421875
squeezenet1_1,64,1653435679544938378,1653435719993185848,40448.66796875
squeezenet1_1,64,1653435723994924719,1653435764438998536,40444.5
squeezenet1_1,64,1653435769346925173,1653435809780024559,40433.49609375
squeezenet1_1,128,1653435815854791718,1653435895429161459,79575.234375
squeezenet1_1,128,1653435902500716366,1653435982028727487,79528.8828125
squeezenet1_1,128,1653435989028417669,1653436068538801102,79511.265625
squeezenet1_1,128,1653436075532498755,1653436155041243785,79509.6171875
squeezenet1_1,256,1653436165967018723,1653436324841967962,158876.78125
squeezenet1_1,256,1653436335844048056,1653436494646982508,158804.765625
squeezenet1_1,256,1653436505577624291,1653436664362884747,158787.078125
squeezenet1_1,256,1653436675396841411,1653436834252032955,158857.0
Super_SloMo,1,1653436842350723250,1653436849770964572,7420.283203125
Super_SloMo,1,1653436853700424697,1653436861119969771,7419.59228515625
Super_SloMo,1,1653436865200084549,1653436872619570397,7419.53173828125
Super_SloMo,1,1653436876325368665,1653436883739608481,7414.26953125
Super_SloMo,2,1653436887785988609,1653436900345754009,12559.8564453125
Super_SloMo,2,1653436904748145503,1653436917321380226,12573.3310546875
Super_SloMo,2,1653436921909366115,1653436934483193661,12573.9345703125
Super_SloMo,2,1653436938870061766,1653436951445521500,12575.5654296875
Super_SloMo,4,1653436956161916673,1653436979805493214,23643.814453125
Super_SloMo,4,1653436985424220812,1653437009041344726,23617.361328125
Super_SloMo,4,1653437014150248748,1653437037798907841,23648.88671875
Super_SloMo,4,1653437042659717154,1653437066312457894,23652.96484375
Super_SloMo,8,1653437073289669117,1653437116922668204,43633.45703125
Super_SloMo,8,1653437123270648710,1653437166901162771,43630.98046875
Super_SloMo,8,1653437173637393129,1653437217262349485,43625.42578125
Super_SloMo,8,1653437224198046371,1653437267845589807,43647.984375
maml_omniglot,1,1653437280613121914,1653437383130411316,102518.6171875
maml_omniglot,1,1653437391203984559,1653437494157288410,102954.84375
maml_omniglot,1,1653437502035425566,1653437604866335759,102832.515625
maml_omniglot,1,1653437612601470572,1653437717276079876,104676.265625
vision_maskrcnn,1,1653437725742312543,1653437732718150703,6975.90771484375
vision_maskrcnn,1,1653437738241075536,1653437745236874401,6995.8583984375
vision_maskrcnn,1,1653437750585462918,1653437757614260805,7028.84716796875
vision_maskrcnn,1,1653437762826042723,1653437769937435764,7111.45068359375
vision_maskrcnn,2,1653437775316377107,1653437788158855330,12842.5849609375
vision_maskrcnn,2,1653437793780554613,1653437806195161383,12414.7177734375
vision_maskrcnn,2,1653437812271744582,1653437825879037731,13607.4111328125
vision_maskrcnn,2,1653437831445554953,1653437844127146346,12681.69921875
vision_maskrcnn,4,1653437850735227910,1653437866485938111,15750.8359375
vision_maskrcnn,4,1653437874027626744,1653437889671423463,15643.919921875
vision_maskrcnn,4,1653437896627819180,1653437912238615776,15610.8955078125
vision_maskrcnn,4,1653437919076358421,1653437934716700163,15640.455078125
maml,1,1653437945226598282,1653437994123568007,48897.5390625
